years_exp,search_last_name,swish_id,team_changed_at,hashtag,high_school,injury_notes,active,age,college,first_name,rotowire_id,player_id,injury_start_date,team,yahoo_id,injury_body_part,status,rotoworld_id,opta_id,search_first_name,weight,practice_participation,team_abbr,search_rank,full_name,search_full_name,news_updated,depth_chart_position,last_name,birth_state,gsis_id,birth_city,fantasy_data_id,fantasy_positions,injury_status,birth_date,practice_description,pandascore_id,height,position,number,oddsjam_id,sport,sportradar_id,competitions,espn_id,stats_id,birth_country,depth_chart_order,metadata.channel_id,metadata.rookie_year,metadata.years_exp_shift,metadata,metadata.source_id,metadata.override_active,metadata.injury_override_regular_2020_5,metadata.injury_override_regular_2024_6,metadata.name,metadata.injury_override_regular_2024_11,metadata.injury_override_regular_2024_3,metadata.injury_override_regular_2020_1,metadata.injury_override_regular_2021_3,metadata.injury_override_off_2021_0,metadata.injury_override_off_2025_0,metadata.injury_override_off_2025_1,metadata.injury_override_regular_2024_7,metadata.injury_override_regular_2024_10,metadata.injury_override_regular_2024_14,metadata.injury_override_regular_2024_12,metadata.injury_override_regular_2024_15,metadata.injury_override_regular_2020_8,metadata.injury_override_regular_2022_1,metadata.injury_override_regular_2021_1,metadata.injury_override_regular_2020_10,metadata.injury_override_post_2024_3,metadata.injury_override_regular_2024_9,metadata.injury_override_regular_2024_4,metadata.injury_override_regular_2021_4,metadata.injury_override_regular_2024_8,metadata.injury_override_regular_2024_17,metadata.injury_override_regular_2024_13
1.0,jones,1161856.0,,#austinjones-NFL-FA,Bishop O’Dowd (CA),,True,23.0,USC,Austin,18040.0,11947,,,,,Active,,,austin,200,,,999.0,Austin Jones,austinjones,1724806560134.0,,Jones,,,,,['RB'],,2001-02-07,,,70,RB,,C0651E03159E,nfl,6b3b9f20-06ed-11ef-9326-e735973e362d,[],,,,,1113708697307082752,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,baskerville,1109356.0,,#micahbaskerville-NFL-FA-47,Evangel Christian Academy (LA),,True,25.0,LSU,Micah,17306.0,11254,,,,,Active,,,micah,224,,,9999999.0,Micah Baskerville,micahbaskerville,,,Baskerville,,,,,['LB'],,1999-10-19,,,72,LB,47.0,CB8B006DAC50,nfl,55163070-ead3-11ed-999e-03b49558b5db,[],,,,,1113708763149266944,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,jackson,,,#tarvarisjackson-NFL-FA-7,Lanier (AL),,False,37.0,Alabama State,Tarvaris,4835.0,154,,,7813.0,,Inactive,,,tarvaris,225,,,9999999.0,Tarvaris Jackson,tarvarisjackson,,,Jackson,,,,4097.0,['QB'],,1983-04-21,,,"6'2""",QB,7.0,,nfl,41d6830d-9512-4f40-bd74-2125b2f84416,[],9650.0,157708.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,herbig,923768.0,,#nateherbig-NFL-WAS-53,St. Louis (HI),,True,26.0,Stanford,Nate,13464.0,5963,,WAS,32405.0,,Active,,,nate,334,,,9999999.0,Nate Herbig,nateherbig,1742495128752.0,OL,Herbig,, 00-0035383,,20799.0,"['OG', 'OL']",,1998-07-10,,,76,G,53.0,53D459227B8A,nfl,db099408-4fdf-44f3-9824-aa8006ac60c3,[],4044438.0,,,,1113708821693362176,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,ryland,1108545.0,,#chadryland-NFL-ARI-38,Cedar Crest (PA),,True,25.0,Maryland,Chad,17107.0,10955,,ARI,,,Active,,,chad,195,,,466.0,Chad Ryland,chadryland,1737084019658.0,K,Ryland,,,,,['K'],,1999-10-15,,,72,K,38.0,8A5E213ADAFD,nfl,c77efa70-0691-4a21-8064-a5880569b559,[],,,,1.0,1113708795357327360,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,williams,,,#andrewilliams-NFL-FA-44,Parkland (PA),,False,28.0,Boston College,Andre,9520.0,2088,,,27641.0,,Inactive,9407.0,,andre,220,,,9999999.0,Andre Williams,andrewilliams,1521227701488.0,,Williams,,,,16402.0,['RB'],,1992-08-28,,,"6'0""",RB,44.0,,nfl,f70e835c-89b5-4da2-9bc8-ed9cdcdb2ac1,[],16889.0,553277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,pascascio,,,#giopascascio-NFL-FA-12,Valley Vista (AZ),,True,27.0,Louisville,Gio,,4710,,,30754.0,,Active,,,gio,190,,,9999999.0,Gio Pascascio,giopascascio,,,Pascascio,,,,19617.0,['WR'],,1994-11-10,,,75,WR,12.0,,nfl,8d2f1592-e68a-4b28-83d5-fcb056afac5e,[],3116662.0,830876.0,,,1116853010639618048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,wood,,,#cierrewood-NFL-FA-41,Santa Clara (CA),,False,29.0,Notre Dame,Cierre,8629.0,1682,,,27313.0,,Inactive,,,cierre,215,,,9999999.0,Cierre Wood,cierrewood,,,Wood,,,,15498.0,['RB'],,1991-02-21,,,"5'11""",RB,41.0,,nfl,37c05a5b-aead-4e8e-ac3d-47c8570f6a96,[],16496.0,509563.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,henderson,,,#treveyonhenderson-NFL-NE-32,Hopewell (VA),,True,22.0,Ohio State,TreVeyon,18517.0,12529,,NE,,,Active,,,treveyon,202,,,46.0,TreVeyon Henderson,treveyonhenderson,1745916030564.0,RB,Henderson,,,,,['RB'],,2002-10-22,,,70,RB,32.0,E55F1CC467FCBE9A,nfl,0d9788e6-03ee-416d-8ba2-deb57037d209,[],,,,1.0,1221670011328811008,0,,,2fcac8b2-522e-4da1-8f8a-e2d14333f7ab,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,angulo,,,#christianangulo-NFL-FA-33,East Bay (FL),,True,24.0,Hampton,Christian,15008.0,7385,,,33059.0,,Active,,,christian,190,,,1994.0,Christian Angulo,christianangulo,1603204257372.0,,Angulo,,,,22371.0,['DB'],,1997-02-17,,,74,DB,33.0,,nfl,30259e5f-6999-4c24-90cc-4f72bc0de44b,[],3914143.0,,,,1116853380082302976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,jones,,,#donjones-NFL-FA-20,Hazelwood (AL),,False,30.0,Arkansas State,Don,8962.0,1355,,,26873.0,,Inactive,,,don,195,,,9999999.0,Don Jones,donjones,1532577302187.0,,Jones,,,,14874.0,['DB'],,1990-05-14,,,"5'11""",FS,20.0,,nfl,82c8a0df-7bda-4822-ace5-c7ac101581b3,[],15943.0,468590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,moeaki,,,#tonymoeaki-NFL-FA-49,Warrenville South (IL),,False,33.0,Iowa,Tony,6685.0,565,,,24068.0,,Inactive,,,tony,252,,,9999999.0,Tony Moeaki,tonymoeaki,,,Moeaki,,,,11221.0,['TE'],,1987-06-08,,,"6'3""",TE,49.0,,nfl,26af6a44-e360-4356-9039-3ada7df0443c,[],13289.0,285116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,skipper,744432.0,,#danskipper-NFL-DET-70,Ralston Valley (CO),,True,30.0,Arkansas,Dan,11820.0,4716,,DET,30870.0,,Active,,,dan,330,,,9999999.0,Dan Skipper,danskipper,1741659039818.0,OL,Skipper,,00-0033863,,19624.0,"['OL', 'OT']",,1994-09-20,,,81,T,70.0,4E5C130C1ADA,nfl,8106a0d3-1cc9-4038-8c1b-9c7886a6bcba,[],3046435.0,,,,1113708812914683905,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,eldrenkamp,695181.0,,#jakeeldrenkamp-NFL-HOU-60,Bellevue (WA),,True,28.0,Washington,Jake,12599.0,4313,,HOU,30371.0,,Active,,,jake,300,,,9999999.0,Jake Eldrenkamp,jakeeldrenkamp,1576362902907.0,,Eldrenkamp,,00-0033245,,19164.0,"['OG', 'OL']",,1994-03-04,,,77,OL,60.0,,nfl,db392145-7bee-4453-8762-ec946b3130b3,[],2978298.0,,,,1116852950346498048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,trahan,1050843.0,,#bralentrahan-NFL-FA-45,Acadiana (LA),,True,24.0,Louisiana,Bralen,17546.0,11356,,,,,Active,,,bralen,196,,,9999999.0,Bralen Trahan,bralentrahan,,,Trahan,,,,,['DB'],,1998-11-21,,,71,DB,45.0,,nfl,b04b9500-edaa-11ed-bb65-792c6c102baf,[],,,,,1116852679805501440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,ritcher,,,#nickritcher-NFL-FA-61,,,False,25.0,Richmond,Nick,11401.0,3826,,,29948.0,,Inactive,,,nick,304,,,9999999.0,Nick Ritcher,nickritcher,,RG,Ritcher,,,,18644.0,['OL'],,1992-12-01,,,"6'5""",G,61.0,,nfl,,[],,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,pickering,1175855.0,,#nathanpickering-NFL-FA,Seminary (MS),,True,24.0,Mississippi State,Nathan,18377.0,12411,,,,Undisclosed,Active,,,nathan,314,,,9999999.0,Nathan Pickering,nathanpickering,1724457912433.0,,Pickering,,,,,['DL'],Questionable,2000-11-18,,,76,DT,,820BE86F7CF4,nfl,48000b00-1146-11ef-9a03-69d00df8d3f2,[],,,,,1113708721789235201,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,hall,944611.0,,#tylerhall-NFL-SEA-33,Junipero Serra (CA),,True,26.0,Wyoming,Tyler,14999.0,7188,,SEA,33058.0,,Active,,,tyler,190,,,9999999.0,Tyler Hall,tylerhall,1735680025966.0,DB,Hall,,,,22190.0,['DB'],,1998-10-31,,,70,DB,33.0,90E3873A716F,nfl,74761bca-f09c-4a06-8dd4-5f3cf2a2b897,[],4048718.0,,,,1113708716424720384,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,mcdonald,,,#coopermcdonald-NFL-KC-59,San Diego State (CA),,True,,TCU,Cooper,19009.0,13174,,KC,,,Active,,,cooper,240,,,9999999.0,Cooper McDonald,coopermcdonald,,LB,McDonald,,,,,['LB'],,,,,75,LB,59.0,060D4DD668A497E6,nfl,fa96e690-2ac6-11f0-ac7e-b50f952a60f6,[],,,,,1225610955539349504,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,strnad,884346.0,,#justinstrnad-NFL-DEN-40,East Lake (FL),,True,28.0,Wake Forest,Justin,14757.0,6977,,DEN,32848.0,,Active,,,justin,235,,,9999999.0,Justin Strnad,justinstrnad,1741800315739.0,LILB,Strnad,,,,22000.0,['LB'],,1996-08-21,,,75,LB,40.0,27BF85F2F22E,nfl,f8f0760e-8f04-45bf-9371-fa33c945bc1c,[],3919548.0,,,1.0,1113708829385715712,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,guy,461090.0,,#lawrenceguy-NFL-FA-74,Western (NV),,True,34.0,Arizona State,Lawrence,7472.0,1288,,,25020.0,,Active,,,lawrence,315,,,9999999.0,Lawrence Guy,lawrenceguy,1726644953028.0,,Guy,,00-0028171,,14743.0,['DL'],,1990-03-17,,,76,DT,74.0,CA2A283981E1,nfl,0861a57d-b468-4c21-ba3a-7523b6838ed0,[],14185.0,,,,1116852728862081024,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,kaepernick,,,#colinkaepernick-NFL-FA-0,Pitman (CA),,False,34.0,Nevada,Colin,7353.0,980,,,24823.0,,Inactive,6530.0,,colin,230,,,9999999.0,Colin Kaepernick,colinkaepernick,1653510326388.0,,Kaepernick,,,,13443.0,['QB'],,1987-11-03,,,76,QB,0.0,,nfl,068b70bc-9558-4e99-b729-754fd28937ed,[],14001.0,323273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,mckissic,608353.0,,#jdmckissic-NFL-FA-23,Central (AL),,True,29.0,Arkansas State,J.D.,11312.0,3664,,,29650.0,Neck,Inactive,11800.0,,jd,195,,,234.0,J.D. McKissic,jdmckissic,1678847454291.0,,McKissic,,00-0032602,,18464.0,['RB'],Questionable,1993-08-15,,,70,RB,23.0,,nfl,260e8f87-1d08-4c69-8e2b-afa825c1a68a,[],2572861.0,608353.0,,,1116852892477685760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,defilippo,,,#johndefilippo-NFL-FA-0,,,False,,,John,,3130,,,,,Inactive,10342.0,,john,,,,9999999.0,John Defilippo,johndefilippo,1547661328766.0,,Defilippo,,,,17884.0,,,,,,,,0.0,,nfl,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,murphy,,,#colemurphy-NFL-FA-0,Valencia,,True,,Syracuse,Cole,13900.0,6193,,,31820.0,,Active,,,cole,215,,,9999999.0,Cole Murphy,colemurphy,1556845509191.0,,Murphy,,,,21094.0,['K'],,,,,75,K,0.0,,nfl,e3e8c328-c3c4-4cf0-8682-82b14a0ebf57,[],,,,,1116853214830919680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,barnett,,,#dantebarnett-NFL-FA-0,Booker T. Washington (OK),,True,28.0,Kansas State,Dante,,4580,,,30814.0,,Active,,,dante,194,,,9999999.0,Dante Barnett,dantebarnett,,,Barnett,,,,19467.0,['DB'],,1993-06-14,,,73,FS,0.0,,nfl,ab281cb3-edbc-4675-87ab-5cc3d0325745,[],2977685.0,,,,1116852990569873408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,kessman,947281.0,,#alexkessman-NFL-CAR-19,Clarkston (MI),,True,24.0,Pittsburgh,Alex,15534.0,7933,,CAR,,,Active,,,alex,190,,,277.0,Alex Kessman,alexkessman,1640634949942.0,,Kessman,,,,,['K'],,1998-01-02,,,75,K,19.0,,nfl,3f677102-c26e-49e3-9b59-48bbf0603e81,[],,,,,1116853438219550720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,isbell,1401614.0,,#claytonisbell-NFL-FA,St. Charles East (IL),,True,24.0,Coastal Carolina,Clayton,18324.0,12017,,,,,Active,,,clayton,220,,,9999999.0,Clayton Isbell,claytonisbell,1723662361234.0,,Isbell,,,,,['DB'],,2000-08-03,,,74,DB,,C5669B276DA9,nfl,90dd4570-0716-11ef-a38a-17fe77b521b5,[],,,,,1113708884540813312,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,neal,1183290.0,,#dejuanneal-NFL-FA-37,Southern (MD),,True,26.0,Shepherd,DeJuan,14342.0,6733,,,,,Active,,,dejuan,190,,,9999999.0,DeJuan Neal,dejuanneal,1657827953793.0,,Neal,,,,21655.0,['DB'],,1996-08-05,,,72,DB,37.0,,nfl,f59cb958-fb36-4f97-8f08-d4c83fca9864,[],3957473.0,,,,1116853300185006080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,beathard,691784.0,,#cjbeathard-NFL-FA-19,Battle Ground Academy (TN),,True,31.0,Iowa,C.J.,11833.0,4127,,,30217.0,,Active,12328.0,,cj,215,,,650.0,C.J. Beathard,cjbeathard,1733073007803.0,,Beathard,,00-0033936,,18973.0,['QB'],,1993-11-16,,,74,QB,19.0,193F0D325791,nfl,6608fdbf-6c93-47cc-ad44-9da2fda598ce,[],2979520.0,691784.0,,,1113708890509307904,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,martin,,,#ronaldmartin-NFL-FA-32,White Castle (LA),,False,28.0,Louisiana State,Ronald,10665.0,2612,,,28712.0,,Inactive,,,ronald,220,,,9999999.0,Ronald Martin,ronaldmartin,1564810217888.0,,Martin,,00-0031895,,17080.0,['DB'],,1993-02-26,,,73,SS,32.0,,nfl,72755454-8cf9-446f-80d5-d97e4fc29fa3,[],2577293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,wilkerson,,,#juliuswilkerson-NFL-FA,Homestead (WI),,True,,Davenport,Julius,,12351,,,,,Active,,,julius,230,,,9999999.0,Julius Wilkerson,juliuswilkerson,,,Wilkerson,,,,,['LB'],,,,,73,LB,,,nfl,9bd454b0-0c9c-11ef-8aca-ed9b5d1b04f4,[],,,,,1113708731629072384,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,matiscik,886650.0,,#rossmatiscik-NFL-JAX-46,McKinney Boyd (TX),,True,28.0,Baylor,Ross,14956.0,7295,,JAX,33129.0,,Active,,,ross,240,,,9999999.0,Ross Matiscik,rossmatiscik,1694045448300.0,LS,Matiscik,,,,22291.0,['LS'],,1996-09-13,,,72,LS,46.0,5D9648213873,nfl,fb18e325-eab9-459f-a559-b482894eb0f5,[],3928931.0,,,,1113708894670057472,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,bailey,,,#hakeembailey-NFL-FA-0,Pebblebrook (GA),,True,24.0,West Virginia,Hakeem,15074.0,7306,,,32957.0,,Active,,,hakeem,188,,,1973.0,Hakeem Bailey,hakeembailey,,,Bailey,,,,22299.0,['DB'],,1997-03-29,,,72,CB,0.0,,nfl,44694a33-12f9-458a-a316-a2c6b34ede5b,[],4241862.0,,,,1116853365624537088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,normanlott,,,#omarrnormanlott-NFL-KC-55,Grant (CA),,True,23.0,Tennessee,Omarr,18705.0,12615,,KC,,,Active,,,omarr,315,,,9999999.0,Omarr Norman-Lott,omarrnormanlott,1745631621560.0,RDT,Norman-Lott,,,,,['DL'],,2002-03-11,,,75,DT,55.0,2E19EA3E83127FB0,nfl,04648fce-0bba-40d4-98c0-e18c48e32567,[],,,,2.0,1221670019549646849,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,johnson,,,#tomjohnson-NFL-FA-0,Moss Point (MS),,False,37.0,Southern Mississippi,Tom,9761.0,1017,,,24778.0,,Injured Reserve,6514.0,,tom,288,,,9999999.0,Tom Johnson,tomjohnson,1586628360989.0,,Johnson,,00-0024030,,13664.0,['DL'],,1984-08-30,,,75,DT,0.0,,nfl,ee305db3-cdaf-4eb3-b950-7146d51eac34,[],16695.0,248299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,smith,745861.0,,#ericsmith-NFL-FA-66,Columbia (GA),,True,27.0,Virginia,Eric,12301.0,4399,,,30651.0,,Active,,,eric,321,,,9999999.0,Eric Smith,ericsmith,1660029650220.0,,Smith,,00-0033414,,19258.0,"['OL', 'OT']",,1995-09-02,,,76,T,66.0,,nfl,fed820cc-3104-431a-b38c-efa192216035,[],3048698.0,,,,1116852960953892864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,worship,,,#maxwellworship-NFL-FA-0,Cardinal Gibbons (FL),,True,23.0,Vanderbilt,Maxwell,,11101,,,,,Active,,,maxwell,210,,,9999999.0,Maxwell Worship,maxwellworship,,,Worship,,,,,['LB'],,1999-09-15,,,73,LB,0.0,,nfl,e59b9d00-e764-11ed-8199-d58dac5a4f8e,[],,,,,1116852651439423488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,mularkey,,,#mikemularkey-NFL-FA-0,,,False,,,Mike,,3095,,,,,Inactive,9351.0,,mike,,,,9999999.0,Mike Mularkey,mikemularkey,,,Mularkey,,,,17845.0,,,,,,,,0.0,,nfl,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,jones,,,#jjjones-NFL-JAX-87,Myrtle Beach (SC),,True,,North Carolina,J.J.,,12913,,JAX,,,Active,,,jj,210,,,999.0,J.J. Jones,jjjones,,SWR,Jones,,,,,['WR'],,,,,75,WR,87.0,7FBFFF8B584DC922,nfl,9b393b50-249d-11f0-9828-4ba5bc47ae75,[],,,,,1222772295651573760,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,harvey,,,#jalenharvey-NFL-FA-43,El Cerrito,,True,26.0,Arizona State,Jalen,14100.0,6521,,,32333.0,,Active,,,jalen,198,,,9999999.0,Jalen Harvey,jalenharvey,,,Harvey,, 00-0035091,,21505.0,['DB'],,1995-09-19,,,73,DB,43.0,,nfl,d45eb662-6dcf-4e6a-ad14-bc610ab65deb,[],3128785.0,,,,1116853263526789120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,dorlus,1177856.0,,#brandondorlus-NFL-ATL-54,Deerfield Beach (FL),,True,24.0,Oregon,Brandon,17743.0,11740,,ATL,,,Active,,,brandon,295,,,9999999.0,Brandon Dorlus,brandondorlus,1748541923836.0,RDE,Dorlus,,,,,['DL'],,2001-03-22,,,75,DE,54.0,3EED58A69A08,nfl,46ed0b03-015e-4d22-a034-4eeb242aa6a7,[],,,,3.0,1113708859161079809,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,arnette,878780.0,,#damonarnette-NFL-MIA-10,St. Thomas Aquinas (FL),,True,25.0,Ohio State,Damon,14547.0,6840,,MIA,32689.0,,Active,,,damon,195,,,9999999.0,Damon Arnette,damonarnette,1695772838261.0,,Arnette,,,,22045.0,['DB'],,1996-09-02,,,72,CB,10.0,,nfl,fe85708b-4644-4f77-ba2b-5726ff83439a,[],3915506.0,,,,1116853308942712832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,robinson,,,#trevorrobinson-NFL-FA-68,Elkhorn (NE),,False,30.0,Notre Dame,Trevor,8536.0,1070,,,26267.0,,Inactive,,,trevor,300,,,9999999.0,Trevor Robinson,trevorrobinson,,,Robinson,,,,13876.0,['OL'],,1990-05-16,,,"6'5""",C,68.0,,nfl,1ab63530-c678-4fec-86a5-b8b509abf7b7,[],15365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,latu,,,#sailosilatu-NFL-FA-0,American Fork (UT),,True,28.0,San Jose State,Sailosi,15000.0,7181,,,33062.0,,Inactive,,,sailosi,327,,,1944.0,Sailosi Latu,sailosilatu,,,Latu,,,,22183.0,['DL'],,1993-12-26,,,75,DT,0.0,,nfl,6366239d-bce8-42c0-b318-2b96c6e130ce,[],4242317.0,,,,1116853344980172800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,peterson,1126571.0,,#shaunpeterson-NFL-FA,Nova (FL),,True,25.0,UCF,Shaun,18401.0,12396,,,,Undisclosed,Active,,,shaun,240,,,9999999.0,Shaun Peterson,shaunpeterson,1725577227117.0,,Peterson,,,,,['DL'],Questionable,1999-10-22,,,75,DE,,EB47DB120705,nfl,dfca7d30-0fed-11ef-9aee-69d6143528d2,[],,,,,1113708733629755392,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,philbin,,,#joephilbin-NFL-FA-0,,,False,,,Joe,,3058,,,,,Inactive,8351.0,,joe,,,,9999999.0,Joe Philbin,joephilbin,,,Philbin,,,,17789.0,,,,,,,,0.0,,nfl,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,lafell,,,#brandonlafell-NFL-FA-19,Mirabeau B. Lamar (TX),,False,35.0,Louisiana State,Brandon,6503.0,613,,,24053.0,,Inactive,5188.0,,brandon,210,,,9999999.0,Brandon LaFell,brandonlafell,1547658927990.0,,LaFell,,00-0027681,,11463.0,['WR'],,1986-11-04,,,75,WR,19.0,,nfl,5707d2b0-ea9e-4a5e-8289-9d52197301d9,[],12576.0,303885.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,jacobs,1130828.0,,#jerryjacobs-NFL-FA-4,South Cobb (GA),,True,26.0,Arkansas,Jerry,15682.0,7889,,,,,Active,,,jerry,203,,,9999999.0,Jerry Jacobs,jerryjacobs,1732649153552.0,,Jacobs,,,,,['DB'],,1997-09-26,,,71,CB,4.0,45A37B2DCE00,nfl,5cb6a7f0-892e-413a-a4fc-a7dbc60ff478,[],,,,,1116853429939994624,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,fox,915155.0,,#morganfox-NFL-ATL-99,Fountain-Fort Carson (CO),,True,30.0,CSU-Pueblo,Morgan,11571.0,3743,,ATL,29714.0,,Active,,,morgan,259,,,9999999.0,Morgan Fox,morganfox,1742013339305.0,NT,Fox,,00-0032671,,18555.0,"['DL', 'LB']",,1994-09-12,,,75,DE,99.0,0465EECD5090,nfl,ed54f1f3-65b8-4b54-8a64-81858ca9f50f,[],3059620.0,,,2.0,1113708694484316160,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,young,,,#darrelyoung-NFL-FA-36,Amityville Memorial (NY),,False,33.0,Villanova,Darrel,7966.0,682,,,9666.0,,Inactive,,,darrel,251,,,9999999.0,Darrel Young,darrelyoung,,,Young,,,,11969.0,['RB'],,1987-04-08,,,"5'11""",FB,36.0,,nfl,e174b76d-323a-41c5-be68-e766aa060d5c,[],13097.0,291658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,mays,1106093.0,,#briasonmays-NFL-FA,Bolivar Central (TN),,True,25.0,Southern Miss,Briason,,12067,,,,,Active,,,briason,295,,,9999999.0,Briason Mays,briasonmays,,,Mays,,,,,['OL'],,2000-02-11,,,76,C,,9D217917BCAE,nfl,1821e180-0726-11ef-8193-9792885c80d3,[],,,,,1113708874017304576,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,martin,,,#jordanmartin-NFL-FA-0,Bishop McNamara,,True,26.0,Syracuse,Jordan,12685.0,6207,,,31830.0,,Active,,,jordan,206,,,9999999.0,Jordan Martin,jordanmartin,,,Martin,,,,21104.0,['DB'],,1995-01-25,,,75,SS,0.0,,nfl,80c67a1b-22e2-4fff-aced-dce279c7d10f,[],3059922.0,,,,1116853217129398272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,burkett,,,#jesseburkett-NFL-FA-0,,,True,,Stanford,Jesse,,6053,,,,,Inactive,,,jesse,300,,,9999999.0,Jesse Burkett,jesseburkett,,,Burkett,,,,21051.0,['OL'],,,,,"6'3""",C,0.0,,nfl,,[],,,,,1116853195025416192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,loadholt,,,#philloadholt-NFL-FA-71,,,False,32.0,Oklahoma,Phil,6104.0,430,,,,,Inactive,5265.0,,phil,343,,,9999999.0,Phil Loadholt,philloadholt,,,Loadholt,,,,9087.0,['OL'],,1986-01-21,,,"6'8""",OT,71.0,,nfl,5bcf4917-b164-4873-b2ca-0ec150749753,[],12615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,nauta,914008.0,,#isaacnauta-NFL-GB-82,IMG Academy (FL),,True,24.0,Georgia,Isaac,13528.0,5957,,GB,32056.0,Undisclosed,Inactive,,,isaac,246,,,571.0,Isaac Nauta,isaacnauta,1629945307384.0,,Nauta,, 00-0035539,,20893.0,['TE'],Questionable,1997-05-21,,,75,TE,82.0,,nfl,e0755328-7fe1-4df7-9dfb-93e9cf9ef5be,[],4035014.0,914008.0,,,1116853181742055424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,moore,1130270.0,,#rondalemoore-NFL-MIN-4,Trinity (KY),,True,24.0,Purdue,Rondale,15514.0,7601,,MIN,,,Active,,,rondale,181,,,482.0,Rondale Moore,rondalemoore,1749224743863.0,SWR,Moore,,,,,['WR'],,2000-06-09,,,67,WR,4.0,8FDAAB7BF795,nfl,975555d0-fe82-4e88-90f4-d690f5000671,[],,,,5.0,1113708861937709056,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
