birth_date,practice_description,team,team_abbr,oddsjam_id,age,injury_notes,search_rank,search_full_name,swish_id,active,practice_participation,espn_id,competitions,fantasy_data_id,number,birth_country,status,years_exp,high_school,hashtag,first_name,yahoo_id,fantasy_positions,gsis_id,stats_id,rotowire_id,team_changed_at,injury_body_part,college,search_last_name,depth_chart_order,weight,birth_city,news_updated,full_name,depth_chart_position,rotoworld_id,search_first_name,sport,position,player_id,pandascore_id,birth_state,height,opta_id,sportradar_id,last_name,injury_start_date,injury_status,metadata.channel_id,metadata.rookie_year,metadata.years_exp_shift,metadata,metadata.source_id,metadata.override_active,metadata.injury_override_regular_2020_5,metadata.injury_override_regular_2024_6,metadata.name,metadata.injury_override_regular_2024_11,metadata.injury_override_regular_2024_3,metadata.injury_override_regular_2020_1,metadata.injury_override_regular_2021_3,metadata.injury_override_off_2021_0,metadata.injury_override_off_2025_0,metadata.injury_override_off_2025_1,metadata.injury_override_regular_2024_7,metadata.injury_override_regular_2024_10,metadata.injury_override_regular_2024_14,metadata.injury_override_regular_2024_12,metadata.injury_override_regular_2024_15,metadata.injury_override_regular_2020_8,metadata.injury_override_regular_2022_1,metadata.injury_override_regular_2021_1,metadata.injury_override_regular_2020_10,metadata.injury_override_post_2024_3,metadata.injury_override_regular_2024_9,metadata.injury_override_regular_2024_4,metadata.injury_override_regular_2021_4,metadata.injury_override_regular_2024_8,metadata.injury_override_regular_2024_17,metadata.injury_override_regular_2024_13
1993-12-08,,,,,28.0,,9999999.0,robertjackson,912192.0,True,,4036898.0,[],20300.0,17.0,,Active,4.0,Lehigh Senior (FL),#robertjackson-NFL-FA-17,Robert,31370.0,['DB'],00-0034088,,13411.0,,,UNLV,jackson,,207,,1629828926024.0,Robert Jackson,,,robert,nfl,CB,5448,,,74,,d962a98d-cbba-47e0-ad20-dedc094a1822,Jackson,,,1116853103937716224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-09-26,,DEN,,B3FA577E385C,28.0,,9999999.0,johnfranklinmyers,835955.0,True,,3120464.0,[],19942.0,98.0,,Active,7.0,Greenville (TX),#johnfranklinmyers-NFL-DEN-98,John,31105.0,"['DL', 'LB']",00-0034805,835955.0,12972.0,,,Stephen F. Austin,franklinmyers,1.0,288,,1737586526030.0,John Franklin-Myers,RDE,,john,nfl,DT,5466,,,76,,e08d71dd-58d9-4295-bcf8-9a6faf59c333,Franklin-Myers,,,1113708828379082752,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,9999999.0,trewebb,921021.0,True,,,[],,0.0,,Active,1.0,Servite (CA),#trewebb-NFL-FA-0,Tre,,['DB'],,,16591.0,,,Montana State,webb,,202,,,Tre Webb,,,tre,nfl,DB,8886,,,74,,a221ebf0-d51e-11ec-8f44-c7121c9cec59,Webb,,,1116853544377384960,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-13,,,,,28.0,,9999999.0,keenanreynolds,,False,,2970457.0,[],18099.0,19.0,,Inactive,6.0,Goodpasture Christian (TN),#keenanreynolds-NFL-FA-19,Keenan,29416.0,['WR'],00-0033078,695875.0,11227.0,,,Navy,reynolds,,191,,1567355135511.0,Keenan Reynolds,,11472.0,keenan,nfl,WR,3338,,,70,,b10b366e-6de8-44fb-ba02-1156bb8b3b09,Reynolds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-01-12,,TB,,2820805E8162,26.0,,119.0,rachaadwhite,1229343.0,True,,,[],,1.0,,Active,3.0,Center (MO),#rachaadwhite-NFL-TB-1,Rachaad,,['RB'],,,15802.0,,,Arizona State,white,2.0,214,,1748128836350.0,Rachaad White,RB,,rachaad,nfl,RB,8136,,,72,,4d3f2f57-215c-4cb4-bf75-a7ecdcdded70,White,,,1113708728990855168,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-03-15,,,,,26.0,,9999999.0,colehedlund,,True,,3128692.0,[],21508.0,9.0,,Active,3.0,Argyle,#colehedlund-NFL-FA-9,Cole,32369.0,['K'], 00-0035171,837903.0,14160.0,,,North Texas,hedlund,,162,,,Cole Hedlund,,,cole,nfl,K,6496,,,69,,5e52491c-218a-4e32-b455-0d3aa05b8151,Hedlund,,,1116853260016156672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-01-17,,,,,32.0,,9999999.0,byronbell,,False,,14753.0,[],13310.0,74.0,,Inactive,11.0,Greenville (TX),#byronbell-NFL-FA-74,Byron,25415.0,['OL'],00-0028738,,8439.0,,,New Mexico,bell,,340,,1544637348491.0,Byron Bell,,,byron,nfl,G,951,,,77,,1c1a6937-9267-497e-9386-00562e5fb399,Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-01-04,,MIA,,9903272B9049,24.0,,459.0,malikwashington,1173255.0,True,,,[],,6.0,,Active,1.0,Parkview (GA),#malikwashington-NFL-MIA-6,Malik,,['WR'],,,17863.0,,,Virginia,washington,4.0,191,,1736195706587.0,Malik Washington,SWR,,malik,nfl,WR,11610,,,68,,d7f4fd2c-ba4f-49ca-bd92-443a506e9eb4,Washington,,,1113708740332253184,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-01-18,,,,,27.0,,9999999.0,cjjohnson,,True,,2577394.0,[],20290.0,0.0,,Active,4.0,Alvarado,#cjjohnson-NFL-FA-0,C.J.,31435.0,['LB'],,,13113.0,,,East Texas Baptist,johnson,,225,,1534389606949.0,C.J. Johnson,,,cj,nfl,ILB,5543,,,75,,d2ab6b74-611c-4d76-b364-43a843325087,Johnson,,,1116853119595053056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-04-02,,,,FE61DC764299,28.0,,999.0,jameswashington,835437.0,True,,3122449.0,[],19865.0,83.0,,Active,6.0,Stamford (TX),#jameswashington-NFL-FA-83,James,31030.0,['WR'],00-0034676,835437.0,12838.0,,,Oklahoma State,washington,,213,,1724020539939.0,James Washington,,13153.0,james,nfl,WR,5024,,,73,,814aa074-fc61-4649-b7a1-098bd3a199fd,Washington,,,1116853049684393984,2018,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-15,,LAC,,1D83DA08034C,25.0,,9999999.0,calebmurphy,1433998.0,True,,,[],,50.0,,Active,2.0,Dowagiac (MI),#calebmurphy-NFL-LAC-50,Caleb,,['DL'],,,17159.0,,,Ferris State,murphy,3.0,254,,1717628145556.0,Caleb Murphy,LOLB,,caleb,nfl,DE,11098,,,75,,7debd720-e763-11ed-8199-d58dac5a4f8e,Murphy,,,1113708832963457024,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-02-23,,,,,28.0,,9999999.0,christianwesterman,,False,,2574570.0,[],18078.0,0.0,,Inactive,6.0,Hamilton (AZ),#christianwesterman-NFL-FA-0,Christian,29395.0,['OL'],00-0033039,,10895.0,,,Arizona State,westerman,,315,,1566434111212.0,Christian Westerman,,,christian,nfl,G,3317,,,75,,258deb9a-9e98-48b8-bb86-3f2e339ecef1,Westerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-01-20,,,,,33.0,,9999999.0,reymaualuga,,False,,12455.0,[],8441.0,58.0,,Inactive,11.0,Eureka (CA),#reymaualuga-NFL-FA-58,Rey,9302.0,['LB'],,,6081.0,,,Southern California,maualuga,,258,,1511034301079.0,Rey Maualuga,,5205.0,rey,nfl,LB,356,,,"6'2""",,822c1d36-9b42-4cfd-86bf-c83d0c71571c,Maualuga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-05-09,,,,,27.0,,9999999.0,leokoloamatangi,,True,,2980597.0,[],19485.0,63.0,,Inactive,5.0,Sacred Heart Prep (CA),#leokoloamatangi-NFL-FA-63,Leo,30770.0,['OL'],00-0033750,,12519.0,,,Hawaii,koloamatangi,,310,,1620421556656.0,Leo Koloamatangi,,,leo,nfl,OL,4597,,,76,,441ff2e1-53bd-47dd-b44a-0f97e0b97d9a,Koloamatangi,,,1116852992574750720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-02-15,,,,,27.0,,9999999.0,tylerorlosky,,True,,2976648.0,[],19553.0,76.0,,Active,5.0,St. Edward (OH),#tylerorlosky-NFL-FA-76,Tyler,30712.0,['OL'],,,,,,West Virginia,orlosky,,296,,,Tyler Orlosky,,,tyler,nfl,C,4655,,,76,,956ee45e-fa20-45ce-b276-8a654b46e90d,Orlosky,,,1116853001403760640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-01-14,,PHI,,0A5DD87F8D66,26.0,,9999999.0,tariqcastrofields,1067088.0,True,,,[],,46.0,,Active,3.0,Riverdale Baptist (MD),#tariqcastrofields-NFL-PHI-46,Tariq,,['DB'],,,15959.0,,,Penn State,castrofields,3.0,197,,1716746134174.0,Tariq Castro-Fields,LCB,,tariq,nfl,DB,8321,,,73,,2eb34969-3de2-454f-a822-bf1908dabcaa,Castro-Fields,,,1113708696170426368,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-04-23,,DEN,,,24.0,,9999999.0,tristenhoge,867669.0,True,,,[],,69.0,,Active,1.0,Highland (ID),#tristenhoge-NFL-DEN-69,Tristen,,['OL'],,,,,,BYU,hoge,,310,,,Tristen Hoge,,,tristen,nfl,G,7879,,,77,,e731bbc1-09b2-4cf3-8aa2-00d00f9b2d29,Hoge,,,1116853427868008448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-06,,,,,23.0,,9999999.0,habakkukbaldonado,1126069.0,True,,,[],,45.0,,Active,1.0,Clearwater Academy International (FL),#habakkukbaldonado-NFL-FA-45,Habakkuk,,['DL'],,,16862.0,,,Pittsburgh,baldonado,,260,,,Habakkuk Baldonado,,,habakkuk,nfl,DE,11291,,,77,,2a3a3fd0-eb8d-11ed-aa2b-b562eb502f35,Baldonado,,,1116852673530822656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,9999999.0,martinmayhew,,False,,,[],18865.0,0.0,,Inactive,0.0,,#martinmayhew-NFL-FA-0,Martin,,,,,,,,,mayhew,,,,,Martin Mayhew,,9511.0,martin,nfl,,4023,,,,,,Mayhew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LV,,A126B66F94410EEB,,,9999999.0,jahfariharvey,,True,,,[],,75.0,,Active,0.0,Vero Beach (FL),#jahfariharvey-NFL-LV-75,Jahfari,,['DL'],,,19113.0,,,SMU,harvey,4.0,255,,,Jahfari Harvey,RDE,,jahfari,nfl,DE,13195,,,74,,e8264aa0-2f53-11f0-9adb-990c0f22dbf2,Harvey,,,1227709864206155776,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-04-12,,,,,31.0,,9999999.0,stanleyjeanbaptiste,,False,,16774.0,[],16577.0,38.0,,Inactive,8.0,Westlake Prep (FL),#stanleyjeanbaptiste-NFL-FA-38,Stanley,27586.0,['DB'],00-0031239,,9381.0,,,Nebraska,jeanbaptiste,,215,,1567711213031.0,Stanley Jean-Baptiste,,,stanley,nfl,CB,2204,,,75,,5e12087c-579d-4ab8-a5b8-4d6b89331337,Jean-Baptiste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,9999999.0,tommyheatherly,1172906.0,True,,,[],,0.0,,Active,0.0,Grove (OK),#tommyheatherly-NFL-FA-0,Tommy,,['P'],,,,,,Florida International,heatherly,,205,,,Tommy Heatherly,,,tommy,nfl,P,8855,,,72,,3bcfba90-d3ba-11ec-96a0-c3471a31202c,Heatherly,,,1116853539193225216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-03-14,,,,,31.0,,9999999.0,kelbyjohnson,,True,,,[],18639.0,0.0,,Active,9.0,ASA College,#kelbyjohnson-NFL-FA-0,Kelby,29928.0,['OL'],,,11412.0,,,Louisville,johnson,,297,,,Kelby Johnson,,,kelby,nfl,OT,3822,,,79,,8c7238d8-d5e6-40c1-baf5-511e102d3766,Johnson,,,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-03-24,,,,,26.0,,9999999.0,bobbyevans,865907.0,True,,3706968.0,[],20752.0,61.0,,Active,4.0,Allen (TX),#bobbyevans-NFL-FA-61,Bobby,31929.0,"['OG', 'OL']", 00-0035666,,13574.0,,,Oklahoma,evans,,312,,1691094346853.0,Bobby Evans,,,bobby,nfl,OL,5948,,,76,,65b9a754-40b9-446b-b9c0-b2dee46ba3f6,Evans,,,1116853179925921792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-11-14,,,,,27.0,,,adamcoon,,True,,,[],,78.0,,Inactive,1.0,Fowlerville (MI),#adamcoon-NFL-FA-78,Adam,,['OL'],,,,,,Michigan,coon,,265,,,Adam Coon,,,adam,nfl,G,8069,,,77,,fe48d4f5-147d-479b-9f02-9cdd2e6fbfa5,Coon,,,1116853461762179072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-19,,,,D29DB46704E7,25.0,,387.0,hamzeelzayat,1051232.0,True,,,[],,,,Active,1.0,Fordson (MI),#hamzeelzayat-NFL-FA,Hamze,,['WR'],,,18372.0,,Undisclosed,Eastern Michigan,elzayat,,162,,1723592706258.0,Hamze El-Zayat,,,hamze,nfl,WR,12413,,,68,,c0d1b570-118b-11ef-affc-27c7ad9d7a16,El-Zayat,,Questionable,1113708745508024320,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-10-23,,,,,32.0,,9999999.0,zachbrown,,True,,14973.0,[],13941.0,52.0,,Active,10.0,Wilde Lake (MD),#zachbrown-NFL-FA-52,Zach,25762.0,['LB'],00-0029566,399446.0,8183.0,,,North Carolina,brown,,251,,1573065622377.0,Zach Brown,,7510.0,zach,nfl,LB,1093,,,73,,e858a1af-ebbe-4413-9903-ecd96d36a09b,Brown,,,1116852646007799808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-13,,,,0671AD81AF7C,33.0,,9999999.0,fletchercox,512216.0,True,,14941.0,[],13721.0,91.0,,Active,12.0,Yazoo City (MS),#fletchercox-NFL-FA-91,Fletcher,25722.0,['DL'],00-0029653,,8154.0,,,Mississippi State,cox,,310,,1710099306776.0,Fletcher Cox,,7431.0,fletcher,nfl,DT,1027,,,76,,49671677-0e37-4c70-ae1b-ec36be357eb9,Cox,,,1116852639418548224,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-13,,CLE,,EDF07F90423B,25.0,,9999999.0,roymbaeteka,1382818.0,True,,,[],,61.0,,Active,3.0,,#roymbaeteka-NFL-CLE-61,Roy,,['OL'],,,16179.0,,,,mbaeteka,,330,,1714422920411.0,Roy Mbaeteka,OL,,roy,nfl,OL,8412,,,80,,c23cade0-b786-11ec-95d0-29b0f7bc1827,Mbaeteka,,,1113708842035736576,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-01-15,,,,,29.0,,9999999.0,michaelliedtke,,False,,2566837.0,[],17451.0,69.0,,Inactive,7.0,Woodstock (IL),#michaelliedtke-NFL-FA-69,Michael,28911.0,['OL'],00-0031722,,10836.0,,,Illinois State,liedtke,,305,,1605655825941.0,Michael Liedtke,,,michael,nfl,G,2964,,,75,,710f3162-8649-4eba-a707-1e6ea0cd1577,Liedtke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-08-29,,WAS,,C5877AAB59AF,28.0,,9999999.0,jeremyreaves,837722.0,True,,3125248.0,[],16072.0,39.0,,Active,7.0,Pensacola Catholic (FL),#jeremyreaves-NFL-WAS-39,Jeremy,31582.0,['DB'],,,12827.0,,,South Alabama,reaves,2.0,200,,1722465344746.0,Jeremy Reaves,FS,,jeremy,nfl,DB,5792,,,71,,186a4bda-d3b3-48c1-8ed7-cb4ad1014062,Reaves,,,1113708695650332672,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-09-08,,,,,28.0,,9999999.0,armonbinns,,False,,14223.0,[],12978.0,14.0,,Inactive,3.0,,#armonbinns-NFL-FA-14,Armon,,['WR'],,382259.0,,,,Cincinnati,binns,,209,,,Armon Binns,,,armon,nfl,WR,860,,,"6'3""",,f61e4257-bad8-4b5f-b3eb-8962da5f2113,Binns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-12-08,,,,,24.0,,9999999.0,drakejackson,913114.0,True,,,[],,0.0,,Active,1.0,Woodford County (KY),#drakejackson-NFL-FA-0,Drake,,['OL'],,,,,,Kentucky,jackson,,292,,1662610247994.0,Drake Jackson,,,drake,nfl,C,7886,,,74,,1ae787ee-d2c3-4ed6-993d-6eabcfbb57f4,Jackson,,Questionable,1116853429319237632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-09-19,,,,85C1304B0A71,28.0,,9999999.0,henrymondeaux,835886.0,True,,3122690.0,[],20520.0,98.0,,Active,6.0,Jesuit (OR),#henrymondeaux-NFL-FA-98,Henry,31518.0,['DL'],00-0034318,,13390.0,,Undisclosed,Oregon,mondeaux,,280,,1704225939422.0,Henry Mondeaux,,,henry,nfl,DE,5572,,,77,,d7f79a32-6a28-4e14-bedf-6186dec771e6,Mondeaux,,Questionable,1116853125127340032,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-05-25,,,,,30.0,,9999999.0,jeromecunningham,,True,,2476373.0,[],16759.0,83.0,,Active,8.0,Crosby (CT),#jeromecunningham-NFL-FA-83,Jerome,28348.0,['TE'],00-0031462,512900.0,9920.0,,,Southern Connecticut State,cunningham,,254,,1571180450562.0,Jerome Cunningham,,,jerome,nfl,TE,2304,,,76,,2a1658c4-c9fd-4a98-b619-74ec35e30bf5,Cunningham,,,1116852791608868864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-04-22,,,,,24.0,,9999999.0,travistoivonen,946440.0,True,,,[],,87.0,,Active,1.0,Red Wing (MN),#travistoivonen-NFL-FA-87,Travis,,['WR'],,,15779.0,,,North Dakota,toivonen,,212,,1664924744591.0,Travis Toivonen,,,travis,nfl,WR,8070,,,76,,773494e3-4e77-4db4-8197-dba388a014a6,Toivonen,,,1116853461971894272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-08-19,,,,E972AB6F2F83,26.0,,9999999.0,taehayes,867236.0,True,,3917147.0,[],21210.0,27.0,,Active,5.0,Decatur (AL),#taehayes-NFL-FA-27,Tae,32092.0,['DB'], 00-0035365,,14031.0,,,Appalachian State,hayes,,188,,1719331228999.0,Tae Hayes,,,tae,nfl,CB,6310,,,69,,588d8e04-98dc-478a-b3ba-9e3cb58d9afc,Hayes,,,1116853229280296960,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-10-03,,,,,39.0,,9999999.0,anquanboldin,,False,,4512.0,[],11712.0,81.0,,Inactive,17.0,Pahokee (FL),#anquanboldin-NFL-FA-81,Anquan,6390.0,['WR'],00-0022084,184556.0,3074.0,,,Florida State,boldin,,220,,1521396601125.0,Anquan Boldin,,2078.0,anquan,nfl,WR,655,,,"6'1""",,eb1d1304-1900-4587-ae06-75c77efd85a8,Boldin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-01-23,,,,,25.0,,9999999.0,grantmorgan,920919.0,True,,,[],,0.0,,Active,2.0,Greenwood (AR),#grantmorgan-NFL-FA-0,Grant,,['LB'],,,16350.0,,,Arkansas,morgan,,224,,,Grant Morgan,,,grant,nfl,LB,8642,,,71,,c748e660-cbb7-11ec-88c8-199e5defa0d2,Morgan,,,1116853509854068736,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-11-01,,,,,27.0,,9999999.0,darriusshepherd,831003.0,True,,3120588.0,[],21513.0,20.0,,Active,4.0,Blue Springs (MO),#darriusshepherd-NFL-FA-20,Darrius,32378.0,['WR'], 00-0035181,831003.0,13924.0,,Undisclosed,North Dakota State,shepherd,,186,,1693611328575.0,Darrius Shepherd,,,darrius,nfl,WR,6519,,,71,,4bfd6f35-f0ac-4c43-a023-f8236df31deb,Shepherd,,Questionable,1116853263115747328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-13,,,,,26.0,,9999999.0,scottlashley,944419.0,True,,,[],,,,Active,2.0,West Point (MS),#scottlashley-NFL-FA,Scott,,['OT'],,,17639.0,,Undisclosed,Mississippi State,lashley,,315,,1692661210276.0,Scott Lashley,,,scott,nfl,OT,11499,,,79,,db708760-f505-11ed-a6f4-85e4add9f073,Lashley,,Questionable,1116852696704352256,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-02-12,,,,,32.0,,9999999.0,keithtandy,,False,,15001.0,[],14391.0,35.0,,Inactive,10.0,Christian County (KY),#keithtandy-NFL-FA-35,Keith,25884.0,['DB'],00-0029422,,8318.0,,,West Virginia,tandy,,205,,1543987259889.0,Keith Tandy,,,keith,nfl,FS,1196,,,70,,e597cba3-fa90-4ce2-85e7-3e0bed1791d5,Tandy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-06-20,,,,,28.0,,9999999.0,kalebramsey,,False,,16807.0,[],16674.0,68.0,,Inactive,2.0,,#kalebramsey-NFL-FA-68,Kaleb,27771.0,['DL'],,,9608.0,,,Boston College,ramsey,,293,,,Kaleb Ramsey,,,kaleb,nfl,NT,2263,,,"6'3""",,a37b6691-2c0b-4585-9fff-6f732888b0d4,Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01-07,,CLE,,485BC827F075,25.0,,9999999.0,cameronthomas,1122048.0,True,,,[],,99.0,,Active,3.0,Carlsbad (CA),#cameronthomas-NFL-CLE-99,Cameron,,['DL'],,,15873.0,,,San Diego State,thomas,3.0,265,,1736536844244.0,Cameron Thomas,RDE,,cameron,nfl,DL,8383,,,76,,5e7e828d-d375-4608-bf63-3726c492fc44,Thomas,,,1113708846091628544,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-19,,,,11AD82D55048,24.0,,315.0,ahmareanbrown,1163988.0,True,,,[],,,,Active,1.0,Jefferson (FL),#ahmareanbrown-NFL-FA,Ahmarean,,['WR'],,,18288.0,,,South Carolina,brown,,170,,1729191040387.0,Ahmarean Brown,,,ahmarean,nfl,WR,11918,,,68,,9d723650-0582-11ef-a33f-9f55418a3a56,Brown,,,1113708840961994752,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-03-12,,,,,25.0,,9999999.0,austrianrobinson,,True,,,[],22438.0,77.0,,Active,2.0,Trinity-Pawling (NY),#austrianrobinson-NFL-FA-77,Austrian,33152.0,['DL'],,,14973.0,,,Mississippi,robinson,,300,,1596208216557.0,Austrian Robinson,,,austrian,nfl,DE,7461,,,76,,186ba5d0-8882-4c8a-bc5c-149785c01bf2,Robinson,,,1116853392581328896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,9999999.0,markdominik,,False,,,[],18848.0,0.0,,Inactive,0.0,,#markdominik-NFL-FA-0,Mark,,,,,,,,,dominik,,,,,Mark Dominik,,12158.0,mark,nfl,,4009,,,,,,Dominik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-01-04,,,,,31.0,,9999999.0,dezmanmoses,,False,,15272.0,[],14292.0,54.0,,Inactive,8.0,Willingboro (NJ),#dezmanmoses-NFL-FA-54,Dezman,26432.0,['LB'],,,8523.0,,,Tulane,moses,,249,,,Dezman Moses,,,dezman,nfl,LB,1176,,,"6'2""",,6d99869d-a87a-4117-a1bf-c3df6fdfdcd7,Moses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-07-23,,,,,37.0,,9999999.0,jeansifrin,,True,,,[],17029.0,0.0,,Active,0.0,Norland,#jeansifrin-NFL-FA-0,Jean,,['TE'],,824329.0,,,,UMass,sifrin,,245,,,Jean Sifrin,,,jean,nfl,TE,2565,,,77,,fd0ab2ae-9e4f-4dbf-9e95-fab262e78d8c,Sifrin,,,1202954208978927616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-05,,SEA,,C635DED129E7,28.0,,146.0,samdarnold,880026.0,True,,3912547.0,[],19812.0,14.0,,Active,7.0,San Clemente (CA),#samdarnold-NFL-SEA-14,Sam,30973.0,['QB'],00-0034869,880026.0,12490.0,,,USC,darnold,1.0,225,,1750350638358.0,Sam Darnold,QB,13058.0,sam,nfl,QB,4943,,,75,,13d826c5-9b22-4e0a-a877-02d8c84c546b,Darnold,,,1113708707360829440,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,9999999.0,jaquangardner,,True,,4328969.0,[],20706.0,38.0,,Active,4.0,Central Valley,#jaquangardner-NFL-FA-38,Ja'Quan,31805.0,['RB'],00-0034900,1136226.0,13409.0,,,Humboldt State,gardner,,205,,1580253960021.0,Ja'Quan Gardner,,,jaquan,nfl,RB,5809,,,67,,7dbed172-8808-4ddb-88f9-7b46414bbfc6,Gardner,,,1116853167540142080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-10-21,,,,,28.0,,9999999.0,brianallen,652012.0,True,,2971632.0,[],19061.0,37.0,,Active,5.0,La Marque (TX),#brianallen-NFL-FA-37,Brian,30286.0,['DB'],00-0033467,652012.0,12008.0,,,Utah,allen,,215,,1640047216298.0,Brian Allen,,,brian,nfl,CB,4215,,,75,,a5780ea2-376e-4187-8be1-7c7fd2d0a12f,Allen,,,1116852937612591104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-29,,CIN,,93C3CA80DA71,26.0,,627.0,charliejones,1067132.0,True,,,[],,15.0,,Active,2.0,Deerfield (IL),#charliejones-NFL-CIN-15,Charlie,,['WR'],,,16719.0,,,Purdue,jones,5.0,190,,1748453116444.0,Charlie Jones,SWR,,charlie,nfl,WR,10228,,,72,,c634c231-61fb-4725-8533-2cce14bfebbf,Jones,,,1113708807826993153,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-01-03,,,,,27.0,,463.0,deshonekizer,839059.0,True,,3129302.0,[],18868.0,0.0,,Active,5.0,Toledo Central Catholic (OH),#deshonekizer-NFL-FA-0,DeShone,30165.0,['QB'],00-0033899,839059.0,11692.0,,,Notre Dame,kizer,,233,,1638249637441.0,DeShone Kizer,,12160.0,deshone,nfl,QB,4026,,,76,,2a78e2e7-4ef3-4cdd-85e8-0d254b65143e,Kizer,,,1116852919447060480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-11-25,,,,,28.0,,,dominiquemartin,,True,,,[],,30.0,,Active,1.0,Lancaster (TX),#dominiquemartin-NFL-FA-30,Dominique,,['DB'],,,15795.0,,,Tarleton State,martin,,180,,,Dominique Martin,,,dominique,nfl,CB,8097,,,70,,0383eb1b-b1b0-4d6b-ab5a-8f096f6d3a7b,Martin,,,1116853466401079296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-07-06,,DET,,CE340B8E300E,22.0,,9999999.0,natelynn,1171462.0,True,,,[],,57.0,,Active,1.0,Zebulon B. Vance (NC),#natelynn-NFL-DET-57,Nate,,['DL'],,,18339.0,,Shoulder,William & Mary,lynn,4.0,252,,1723399839234.0,Nate Lynn,LDE,,nate,nfl,DL,12155,,,75,,3070c6e0-07bf-11ef-8bb9-7f20e273da10,Lynn,,Questionable,1113708810918195201,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
